ocel:eid,ocel:timestamp,ocel:activity,ocel:type:vacancies,ocel:type:managers,ocel:type:applicants,ocel:type:applications,ocel:type:recruiters,ocel:type:offers
6192,2019-09-24 14:51:10+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770719]'],['Ed Meister'],
6193,2019-09-24 15:07:48+00:00,assign recruiter,,,,['Application[770827]'],"['Dionne Hense', 'Simon Hense', 'Dionne Keane']",
6194,2019-09-24 15:15:14+00:00,submit application,['Vacancy[550140] - Programmer'],,['Sue Lopez'],['Application[770910]'],,
6195,2019-09-24 15:27:59+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770862]'],['Simon Meister'],
6196,2019-09-24 15:33:39+00:00,consult manager,,['Alexander Rinke'],,['Application[770808]'],['Jana Kershaw'],
6197,2019-09-24 15:40:44+00:00,job offer declined,['Vacancy[550052] - Consultant'],,['Chun Davis'],['Application[770699]'],['Jana Geisler'],['Offer[[990106]]']
6198,2019-09-24 15:42:23+00:00,conduct interview,['Vacancy[550059] - Consultant'],['Alexander Rinke'],['Ray Lemmens'],['Application[770691]'],['Simon Keane'],
6199,2019-09-24 15:59:33+00:00,submit application,,,['Chun Weber'],['Application[770911]'],,
6200,2019-09-24 16:01:20+00:00,send rejection,,,['Toon Taylor'],['Application[770736]'],['Dionne Hense'],
6201,2019-09-24 16:12:24+00:00,conduct interview,['Vacancy[550108] - Manager'],['Miguel Milano'],['Detlef Weber'],['Application[770477]'],['Ed Kershaw'],
6202,2019-09-24 16:41:13+00:00,invite for interview,['Vacancy[550132] - Consultant'],,['Dave Weber'],['Application[770596]'],"['Jana Hense', 'Dionne Keane']",
6203,2019-09-24 16:43:20+00:00,invite for interview,['Vacancy[550118] - Consultant'],,['Ray Taylor'],['Application[770799]'],"['Ed Kershaw', 'Simon Geisler']",
6204,2019-09-24 17:43:26+00:00,submit application,,,['Toon Taylor'],['Application[770912]'],,
6205,2019-09-25 06:38:51+00:00,consult manager,,['Ariel Bardin'],,['Application[770837]'],['Jana Kershaw'],
6206,2019-09-25 07:06:59+00:00,conduct interview,['Vacancy[550137] - Consultant'],['Alexander Rinke'],['Stephan Wang'],['Application[770854]'],['Simon Kershaw'],
6207,2019-09-25 07:41:04+00:00,send rejection,,,['Detlef Weber'],['Application[770477]'],['Ed Kershaw'],
6208,2019-09-25 07:41:04+00:00,submit application,,,['Detlef Weber'],['Application[770913]'],,
6209,2019-09-25 07:41:22+00:00,conduct interview,['Vacancy[550136] - Manager'],['Miguel Milano'],['Stephan Johnson'],['Application[770817]'],['Ed Meister'],
6210,2019-09-25 07:53:08+00:00,check references,,,,['Application[770767]'],"['Simon Meister', 'Jana Meister']",
6211,2019-09-25 08:06:43+00:00,send rejection,,,['Angela Weber'],['Application[770680]'],['Simon Geisler'],
6212,2019-09-25 08:16:21+00:00,invite for interview,['Vacancy[550137] - Consultant'],,['Stephan Zimmermann'],['Application[770722]'],"['Jana Geisler', 'Dionne Meister']",
6213,2019-09-25 08:28:52+00:00,send rejection,,,['Angela Smith'],['Application[770747]'],['Dionne Geisler'],
6214,2019-09-25 08:32:08+00:00,conduct interview,['Vacancy[550119] - Consultant'],['Martin Klenk'],['Pete Li'],['Application[770622]'],['Simon Hense'],
6215,2019-09-25 08:36:15+00:00,consult manager,,['Alexander Rinke'],,['Application[770501]'],['Ed Keane'],
6216,2019-09-25 08:36:59+00:00,first screening,,,,['Application[770773]'],['Ed Geisler'],
6217,2019-09-25 08:41:44+00:00,assign recruiter,,,,['Application[770741]'],"['Dionne Kershaw', 'Jana Meister', 'Simon Meister']",
6218,2019-09-25 08:51:03+00:00,consult manager,,['Bastian Nominacher'],,['Application[770876]'],['Dionne Kershaw'],
6219,2019-09-25 08:57:53+00:00,send rejection,,,['Vanessa Brown'],['Application[770738]'],['Jana Kershaw'],
6220,2019-09-25 08:58:21+00:00,send rejection,,,['Sue Zimmermann'],['Application[770540]'],['Dionne Meister'],
6221,2019-09-25 09:03:57+00:00,send rejection,,,['Johan Schmidt'],['Application[770587]'],['Simon Meister'],
6222,2019-09-25 09:06:28+00:00,submit application,['Vacancy[550140] - Programmer'],,['Sue Zimmermann'],['Application[770914]'],,
6223,2019-09-25 09:08:29+00:00,send rejection,,,['Stephan Wang'],['Application[770854]'],['Simon Kershaw'],
6224,2019-09-25 09:22:51+00:00,first screening,,,,['Application[770827]'],['Dionne Hense'],
6225,2019-09-25 09:23:53+00:00,check references,,,,['Application[770792]'],"['Ed Meister', 'Jana Meister']",
6226,2019-09-25 09:24:18+00:00,invite for interview,['Vacancy[550109] - Consultant'],,['Johan Park'],['Application[770728]'],"['Dionne Keane', 'Ed Keane']",
6227,2019-09-25 09:26:48+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770669]'],['Dionne Keane'],
6228,2019-09-25 09:29:51+00:00,send rejection,,,['Detlef Neumann'],['Application[770834]'],['Simon Geisler'],
6229,2019-09-25 09:30:58+00:00,send rejection,,,['Ray Lemmens'],['Application[770691]'],['Simon Keane'],
6230,2019-09-25 09:36:26+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770879]'],['Ed Geisler'],
6231,2019-09-25 09:45:14+00:00,send rejection,,,['Sue Jansen'],['Application[770613]'],['Dionne Kershaw'],
6232,2019-09-25 09:50:47+00:00,submit application,['Vacancy[550140] - Programmer'],,['Angela Smith'],['Application[770915]'],,
6233,2019-09-25 09:51:32+00:00,invite for interview,['Vacancy[550134] - Manager'],,['Dave Taylor'],['Application[770748]'],"['Simon Keane', 'Jana Hense']",
6234,2019-09-25 09:53:06+00:00,send rejection,,,['Angela Schmidt'],['Application[770760]'],['Dionne Meister'],
6235,2019-09-25 09:55:22+00:00,send rejection,,,['Vanessa Wang'],['Application[770731]'],['Dionne Kershaw'],
6236,2019-09-25 10:11:03+00:00,send rejection,,,['Toon Schmidt'],['Application[770768]'],['Ed Kershaw'],
6237,2019-09-25 10:36:17+00:00,invite for interview,['Vacancy[550138] - Manager'],,['Dave Wagner'],['Application[770690]'],"['Simon Geisler', 'Jana Kershaw']",
6238,2019-09-25 10:38:14+00:00,send rejection,,,['Vanessa Johnson'],['Application[770822]'],['Dionne Hense'],
6239,2019-09-25 11:22:55+00:00,offer accepted and hired,['Vacancy[550088] - Programmer'],,['Angela Lemmens'],['Application[770437]'],['Jana Kershaw'],['Offer[[990104]]']
6240,2019-09-25 11:23:57+00:00,send rejection,,,['Ray Li'],['Application[770745]'],['Jana Keane'],
6241,2019-09-25 11:25:54+00:00,submit application,['Vacancy[550140] - Programmer'],,['Angela Weber'],['Application[770916]'],,
6242,2019-09-25 11:33:15+00:00,check references,,,,['Application[770669]'],"['Dionne Meister', 'Ed Geisler']",
6243,2019-09-25 11:44:04+00:00,first screening,,,,['Application[770839]'],['Simon Meister'],
6244,2019-09-25 11:57:57+00:00,check references,,,,['Application[770859]'],"['Simon Meister', 'Jana Keane']",
6245,2019-09-25 12:02:34+00:00,conduct interview,['Vacancy[550110] - Programmer'],['Vaishnavi Sashikanth'],['Johan Zimmermann'],['Application[770662]'],['Dionne Meister'],
6246,2019-09-25 12:12:36+00:00,close vacancy for new applications,['Vacancy[550140] - Programmer'],,,,,
6247,2019-09-25 12:12:36+00:00,consult manager,,['Ariel Bardin'],,['Application[770727]'],['Ed Kershaw'],
6248,2019-09-25 12:12:36+00:00,consult manager,,['Ariel Bardin'],,['Application[770767]'],['Dionne Kershaw'],
6249,2019-09-25 12:12:36+00:00,consult manager,,['Ariel Bardin'],,['Application[770810]'],['Jana Kershaw'],
6250,2019-09-25 12:14:17+00:00,offer accepted and hired,['Vacancy[550124] - Consultant'],,['Toon Brown'],['Application[770665]'],['Simon Meister'],['Offer[[990102]]']
6251,2019-09-25 12:38:08+00:00,invite for interview,['Vacancy[550136] - Manager'],,['Sonia Li'],['Application[770881]'],"['Ed Meister', 'Jana Hense']",
6252,2019-09-25 12:42:16+00:00,first screening,,,,['Application[770844]'],['Simon Hense'],
6253,2019-09-25 12:44:44+00:00,assign recruiter,,,,['Application[770899]'],"['Simon Kershaw', 'Dionne Kershaw', 'Simon Geisler']",
6254,2019-09-25 12:50:57+00:00,first screening,,,,['Application[770872]'],['Simon Kershaw'],
6255,2019-09-25 13:13:03+00:00,consult manager,,['Alexander Rinke'],,['Application[770805]'],['Ed Meister'],
6256,2019-09-25 13:14:37+00:00,send rejection,,,['Andre Neumann'],['Application[770660]'],['Jana Geisler'],
6257,2019-09-25 13:18:01+00:00,consult manager,,['Ariel Bardin'],,['Application[770853]'],['Dionne Geisler'],
6258,2019-09-25 13:20:25+00:00,conduct interview,['Vacancy[550121] - Manager'],['Miguel Milano'],['Jorge Taylor'],['Application[770780]'],['Simon Kershaw'],
6259,2019-09-25 13:22:29+00:00,assign recruiter,,,,['Application[770896]'],"['Ed Keane', 'Simon Keane', 'Ed Hense']",
6260,2019-09-25 13:27:36+00:00,invite for interview,['Vacancy[550140] - Programmer'],,['Chun Neumann'],['Application[770810]'],"['Simon Kershaw', 'Ed Geisler']",
6261,2019-09-25 13:27:52+00:00,check references,,,,['Application[770773]'],"['Jana Geisler', 'Simon Kershaw']",
6262,2019-09-25 13:33:19+00:00,consult manager,,['Miguel Milano'],,['Application[770865]'],['Ed Meister'],
6263,2019-09-25 13:38:29+00:00,assign recruiter,,,,['Application[770815]'],"['Jana Geisler', 'Simon Keane', 'Ed Geisler']",
6264,2019-09-25 13:43:31+00:00,check references,,,,['Application[770837]'],"['Simon Hense', 'Jana Meister']",
6265,2019-09-25 13:53:49+00:00,make job offer,['Vacancy[550121] - Manager'],['Miguel Milano'],['Jorge Taylor'],['Application[770780]'],['Simon Kershaw'],['Offer[[990117]]']
6266,2019-09-25 13:59:26+00:00,check references,,,,['Application[770866]'],"['Dionne Meister', 'Simon Keane']",
6267,2019-09-25 14:01:45+00:00,assign recruiter,,,,['Application[770901]'],"['Dionne Hense', 'Simon Geisler', 'Simon Keane']",
6268,2019-09-25 14:04:03+00:00,invite for interview,['Vacancy[550137] - Consultant'],,['Toon Park'],['Application[770792]'],"['Ed Meister', 'Jana Meister']",
6269,2019-09-25 14:22:30+00:00,assign vacancy,['Vacancy[550080] - Consultant'],,,['Application[770741]'],,
6270,2019-09-25 15:06:04+00:00,assign recruiter,,,,['Application[770867]'],"['Jana Geisler', 'Simon Meister', 'Ed Meister']",
6271,2019-09-25 15:17:29+00:00,assign recruiter,,,,['Application[770912]'],"['Jana Kershaw', 'Dionne Hense', 'Ed Geisler']",
6272,2019-09-25 15:29:34+00:00,send rejection,,,['Johan Zimmermann'],['Application[770662]'],['Dionne Meister'],
6273,2019-09-25 15:40:14+00:00,check references,,,,['Application[770779]'],"['Jana Geisler', 'Jana Keane']",
6274,2019-09-25 15:51:25+00:00,assign recruiter,,,,['Application[770873]'],"['Ed Hense', 'Dionne Hense', 'Simon Hense']",
6275,2019-09-25 15:56:31+00:00,conduct interview,['Vacancy[550129] - Manager'],['Alexander Rinke'],['Vanessa Pietersen'],['Application[770615]'],['Jana Kershaw'],
6276,2019-09-25 16:05:55+00:00,send rejection,,,['Chun Park'],['Application[770860]'],['Dionne Keane'],
6277,2019-09-25 16:08:45+00:00,send rejection,,,['Jorge Brown'],['Application[770814]'],['Simon Geisler'],
6278,2019-09-25 16:25:02+00:00,send rejection,,,['Stephan Li'],['Application[770781]'],['Simon Geisler'],
6279,2019-09-25 17:04:27+00:00,first screening,,,,['Application[770762]'],['Ed Kershaw'],
6280,2019-09-25 18:08:38+00:00,conduct interview,['Vacancy[550130] - Consultant'],['Martin Klenk'],['Chun Johnson'],['Application[770842]'],['Simon Hense'],
6281,2019-09-25 18:21:40+00:00,consult manager,,['Ariel Bardin'],,['Application[770839]'],['Simon Meister'],
6282,2019-09-25 19:38:16+00:00,check references,,,,['Application[770872]'],"['Dionne Geisler', 'Jana Keane']",
6283,2019-09-25 20:08:22+00:00,first screening,,,,['Application[770771]'],['Dionne Geisler'],
6284,2019-09-26 06:19:52+00:00,send rejection,,,['Andre Li'],['Application[770519]'],['Simon Keane'],
6285,2019-09-26 06:52:42+00:00,invite for interview,['Vacancy[550140] - Programmer'],,['Detlef Jones'],['Application[770767]'],"['Simon Meister', 'Jana Meister']",
6286,2019-09-26 07:18:11+00:00,consult manager,,['Alexander Rinke'],,['Application[770807]'],['Jana Kershaw'],
6287,2019-09-26 07:31:24+00:00,assign recruiter,,,,['Application[770847]'],"['Dionne Meister', 'Jana Meister', 'Dionne Geisler']",
6288,2019-09-26 07:38:14+00:00,conduct interview,['Vacancy[550134] - Manager'],['Vaishnavi Sashikanth'],['Ray Park'],['Application[770783]'],['Ed Hense'],
6289,2019-09-26 07:38:49+00:00,first screening,,,,['Application[770901]'],['Dionne Hense'],
6290,2019-09-26 08:14:24+00:00,assign recruiter,,,,['Application[770903]'],"['Dionne Hense', 'Simon Keane', 'Simon Hense']",
6291,2019-09-26 08:38:33+00:00,invite for interview,['Vacancy[550140] - Programmer'],,['Mary Neumann'],['Application[770727]'],"['Dionne Keane', 'Jana Geisler']",
6292,2019-09-26 08:40:47+00:00,assign vacancy,['Vacancy[550140] - Programmer'],,,['Application[770815]'],,
6293,2019-09-26 08:53:03+00:00,send rejection,,,['Ray Zimmermann'],['Application[770878]'],['Jana Hense'],
6294,2019-09-26 08:53:29+00:00,first screening,,,,['Application[770896]'],['Ed Keane'],
6295,2019-09-26 09:01:34+00:00,make job offer,['Vacancy[550134] - Manager'],['Vaishnavi Sashikanth'],['Ray Park'],['Application[770783]'],['Ed Hense'],['Offer[[990118]]']
6296,2019-09-26 09:05:34+00:00,assign recruiter,,,,['Application[770900]'],"['Dionne Meister', 'Dionne Kershaw', 'Simon Geisler']",
6297,2019-09-26 09:15:29+00:00,assign recruiter,,,,['Application[770856]'],"['Dionne Meister', 'Simon Hense', 'Dionne Kershaw']",
6298,2019-09-26 09:24:02+00:00,check references,,,,['Application[770876]'],"['Jana Kershaw', 'Ed Keane']",
6299,2019-09-26 09:35:57+00:00,send rejection,,,['Angela Taylor'],['Application[770808]'],['Jana Kershaw'],
6300,2019-09-26 09:36:43+00:00,first screening,,,,['Application[770717]'],['Simon Meister'],
6301,2019-09-26 09:38:48+00:00,assign vacancy,['Vacancy[550139] - Consultant'],,,['Application[770847]'],,
6302,2019-09-26 09:42:34+00:00,conduct interview,['Vacancy[550109] - Consultant'],['Alexander Rinke'],['Johan Park'],['Application[770728]'],['Ed Kershaw'],
6303,2019-09-26 09:45:55+00:00,conduct interview,['Vacancy[550137] - Consultant'],['Alexander Rinke'],['Toon Park'],['Application[770792]'],['Simon Kershaw'],
6304,2019-09-26 09:49:21+00:00,assign vacancy,['Vacancy[550131] - Programmer'],,,['Application[770867]'],,
6305,2019-09-26 09:50:00+00:00,conduct interview,['Vacancy[550140] - Programmer'],['Ariel Bardin'],['Mary Neumann'],['Application[770727]'],['Ed Kershaw'],
6306,2019-09-26 09:56:06+00:00,offer accepted and hired,['Vacancy[550111] - Programmer'],,['Lisa Lopez'],['Application[770697]'],['Ed Meister'],['Offer[[990108]]']
6307,2019-09-26 09:59:11+00:00,first screening,,,,['Application[770626]'],['Dionne Keane'],
6308,2019-09-26 10:11:50+00:00,first screening,,,,['Application[770880]'],['Jana Hense'],
6309,2019-09-26 10:13:39+00:00,assign recruiter,,,,['Application[770909]'],"['Simon Keane', 'Jana Kershaw', 'Jana Keane']",
6310,2019-09-26 10:20:50+00:00,assign vacancy,['Vacancy[550139] - Consultant'],,,['Application[770912]'],,
6311,2019-09-26 10:22:48+00:00,conduct interview,['Vacancy[550096] - Consultant'],['Ariel Bardin'],['Pete Johnson'],['Application[770721]'],['Ed Keane'],
6312,2019-09-26 10:29:59+00:00,conduct interview,['Vacancy[550126] - Manager'],['Ariel Bardin'],['Angela Pietersen'],['Application[770756]'],['Ed Geisler'],
6313,2019-09-26 11:09:02+00:00,invite for interview,['Vacancy[550135] - Consultant'],,['Sue Jones'],['Application[770876]'],"['Jana Kershaw', 'Ed Keane']",
6314,2019-09-26 11:11:33+00:00,send rejection,,,['Angela Johnson'],['Application[770785]'],['Jana Hense'],
6315,2019-09-26 11:14:43+00:00,conduct interview,['Vacancy[550132] - Consultant'],['Martin Klenk'],['Dave Weber'],['Application[770596]'],['Ed Hense'],
6316,2019-09-26 11:23:32+00:00,check references,,,,['Application[770839]'],"['Ed Meister', 'Simon Geisler']",
6317,2019-09-26 11:25:52+00:00,assign recruiter,,,,['Application[770911]'],"['Jana Kershaw', 'Jana Hense', 'Ed Geisler']",
6318,2019-09-26 11:32:40+00:00,assign recruiter,,,,['Application[770744]'],"['Dionne Hense', 'Ed Keane', 'Jana Geisler']",
6319,2019-09-26 11:57:30+00:00,consult manager,,['Miguel Milano'],,['Application[770773]'],['Ed Geisler'],
6320,2019-09-26 12:12:50+00:00,check references,,,,['Application[770865]'],"['Dionne Hense', 'Jana Meister']",
6321,2019-09-26 12:36:38+00:00,send rejection,,,['Angela Neumann'],['Application[770886]'],['Jana Meister'],
6322,2019-09-26 12:38:43+00:00,check references,,,,['Application[770875]'],"['Simon Hense', 'Jana Hense']",
6323,2019-09-26 12:45:17+00:00,check references,,,,['Application[770858]'],"['Dionne Kershaw', 'Ed Kershaw']",
6324,2019-09-26 12:52:17+00:00,first screening,,,,['Application[770899]'],['Simon Kershaw'],
6325,2019-09-26 12:54:30+00:00,send rejection,,,['Pete Johnson'],['Application[770721]'],['Ed Keane'],
6326,2019-09-26 12:58:21+00:00,make job offer,['Vacancy[550126] - Manager'],['Ariel Bardin'],['Angela Pietersen'],['Application[770756]'],['Ed Geisler'],['Offer[[990119]]']
6327,2019-09-26 13:14:36+00:00,send rejection,,,['Lisa Davis'],['Application[770805]'],['Ed Meister'],
6328,2019-09-26 13:15:49+00:00,invite for interview,['Vacancy[550123] - Manager'],,['Ray Smith'],['Application[770779]'],"['Jana Geisler', 'Jana Keane']",
6329,2019-09-26 13:30:40+00:00,job offer declined,['Vacancy[550093] - Manager'],,['Johan Taylor'],['Application[770586]'],['Dionne Geisler'],['Offer[[990113]]']
6330,2019-09-26 13:38:27+00:00,assign recruiter,,,,['Application[770893]'],"['Jana Keane', 'Ed Meister', 'Simon Kershaw']",
6331,2019-09-26 13:39:19+00:00,first screening,,,,['Application[770811]'],['Simon Kershaw'],
6332,2019-09-26 13:39:40+00:00,first screening,,,,['Application[770893]'],['Jana Keane'],
6333,2019-09-26 13:41:39+00:00,conduct interview,['Vacancy[550137] - Consultant'],['Alexander Rinke'],['Vanessa Jansen'],['Application[770788]'],['Ed Geisler'],
6334,2019-09-26 13:52:31+00:00,conduct interview,['Vacancy[550140] - Programmer'],['Ariel Bardin'],['Chun Neumann'],['Application[770810]'],['Jana Kershaw'],
6335,2019-09-26 13:54:32+00:00,conduct interview,['Vacancy[550135] - Consultant'],['Bastian Nominacher'],['Sue Jones'],['Application[770876]'],['Dionne Kershaw'],
6336,2019-09-26 13:56:06+00:00,first screening,,,,['Application[770903]'],['Dionne Hense'],
6337,2019-09-26 13:58:02+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770872]'],['Simon Kershaw'],
6338,2019-09-26 14:14:06+00:00,conduct interview,['Vacancy[550113] - Consultant'],['Vaishnavi Sashikanth'],['Pete Smith'],['Application[770759]'],['Jana Keane'],
6339,2019-09-26 14:37:33+00:00,conduct interview,['Vacancy[550105] - Consultant'],['Vaishnavi Sashikanth'],['Stephan Jansen'],['Application[770713]'],['Dionne Kershaw'],
6340,2019-09-26 14:40:11+00:00,send rejection,,,['Chun Li'],['Application[770656]'],['Simon Kershaw'],
6341,2019-09-26 14:44:09+00:00,send rejection,,,['Pete Li'],['Application[770622]'],['Simon Hense'],
6342,2019-09-26 14:58:36+00:00,make job offer,['Vacancy[550113] - Consultant'],['Vaishnavi Sashikanth'],['Pete Smith'],['Application[770759]'],['Jana Keane'],['Offer[[990120]]']
6343,2019-09-26 14:59:19+00:00,assign vacancy,['Vacancy[550140] - Programmer'],,,['Application[770900]'],,
6344,2019-09-26 14:59:42+00:00,consult manager,,['Bastian Nominacher'],,['Application[770884]'],['Simon Meister'],
6345,2019-09-26 15:14:11+00:00,make job offer,['Vacancy[550140] - Programmer'],['Ariel Bardin'],['Mary Neumann'],['Application[770727]'],['Ed Kershaw'],['Offer[[990121]]']
6346,2019-09-26 15:23:55+00:00,conduct interview,['Vacancy[550131] - Programmer'],['Ariel Bardin'],['Stephan Lopez'],['Application[770770]'],['Jana Kershaw'],
6347,2019-09-26 15:33:35+00:00,check references,,,,['Application[770887]'],"['Dionne Keane', 'Jana Geisler']",
6348,2019-09-26 15:42:08+00:00,invite for interview,['Vacancy[550139] - Consultant'],,['Lisa Schmidt'],['Application[770824]'],"['Simon Meister', 'Jana Meister']",
6349,2019-09-26 15:46:21+00:00,first screening,,,,['Application[770847]'],['Dionne Meister'],
6350,2019-09-26 16:00:35+00:00,first screening,,,,['Application[770706]'],['Simon Kershaw'],
6351,2019-09-26 16:14:26+00:00,assign vacancy,['Vacancy[550135] - Consultant'],,,['Application[770873]'],,
6352,2019-09-26 16:16:15+00:00,send rejection,,,['Vanessa Pietersen'],['Application[770615]'],['Jana Kershaw'],
6353,2019-09-26 16:33:22+00:00,make job offer,['Vacancy[550137] - Consultant'],['Alexander Rinke'],['Vanessa Jansen'],['Application[770788]'],['Ed Geisler'],['Offer[[990122]]']
6354,2019-09-26 17:14:04+00:00,consult manager,,['Martin Klenk'],,['Application[770891]'],['Ed Kershaw'],
6355,2019-09-26 18:39:25+00:00,conduct interview,['Vacancy[550134] - Manager'],['Vaishnavi Sashikanth'],['Lisa Pietersen'],['Application[770735]'],['Ed Meister'],
6356,2019-09-27 06:33:50+00:00,send rejection,,,['Toon Weber'],['Application[770762]'],['Ed Kershaw'],
6357,2019-09-27 06:53:40+00:00,offer accepted and hired,['Vacancy[550121] - Manager'],,['Sue Li'],['Application[770712]'],['Simon Meister'],['Offer[[990111]]']
6358,2019-09-27 06:59:28+00:00,offer accepted and hired,['Vacancy[550085] - Programmer'],,['Toon Lopez'],['Application[770648]'],['Simon Keane'],['Offer[[990105]]']
6359,2019-09-27 07:42:12+00:00,send rejection,,,['Andre Lemmens'],['Application[770791]'],['Jana Geisler'],
6360,2019-09-27 07:46:44+00:00,first screening,,,,['Application[770624]'],['Dionne Hense'],
6361,2019-09-27 07:51:26+00:00,conduct interview,['Vacancy[550126] - Manager'],['Ariel Bardin'],['Stephan Neumann'],['Application[770819]'],['Ed Keane'],
6362,2019-09-27 07:55:12+00:00,first screening,,,,['Application[770750]'],['Simon Keane'],
6363,2019-09-27 08:04:50+00:00,assign recruiter,,,,['Application[770905]'],"['Dionne Kershaw', 'Simon Meister', 'Dionne Keane']",
6364,2019-09-27 08:21:40+00:00,send rejection,,,['Stephan Johnson'],['Application[770817]'],['Ed Meister'],
6365,2019-09-27 09:08:52+00:00,invite for interview,['Vacancy[550139] - Consultant'],,['Mary Li'],['Application[770853]'],"['Ed Kershaw', 'Simon Keane']",
6366,2019-09-27 09:30:03+00:00,assign vacancy,['Vacancy[550105] - Consultant'],,,['Application[770909]'],,
6367,2019-09-27 09:30:26+00:00,assign recruiter,,,,['Application[770915]'],"['Jana Keane', 'Ed Hense', 'Simon Meister']",
6368,2019-09-27 09:32:48+00:00,assign recruiter,,,,['Application[770871]'],"['Ed Kershaw', 'Dionne Kershaw', 'Simon Geisler']",
6369,2019-09-27 09:33:12+00:00,check references,,,,['Application[770879]'],"['Ed Meister', 'Jana Meister']",
6370,2019-09-27 09:48:39+00:00,check references,,,,['Application[770864]'],"['Ed Meister', 'Ed Keane']",
6371,2019-09-27 09:49:33+00:00,first screening,,,,['Application[770873]'],['Ed Hense'],
6372,2019-09-27 09:53:52+00:00,consult manager,,['Ariel Bardin'],,['Application[770863]'],['Jana Meister'],
6373,2019-09-27 10:09:19+00:00,assign vacancy,['Vacancy[550139] - Consultant'],,,['Application[770744]'],,
6374,2019-09-27 10:15:04+00:00,offer accepted and hired,['Vacancy[550122] - Programmer'],,['Vanessa Neumann'],['Application[770600]'],['Simon Keane'],['Offer[[990110]]']
6375,2019-09-27 10:37:53+00:00,send rejection,,,['Jorge Jones'],['Application[770684]'],['Simon Kershaw'],
6376,2019-09-27 10:58:57+00:00,make job offer,['Vacancy[550132] - Consultant'],['Martin Klenk'],['Dave Weber'],['Application[770596]'],['Ed Hense'],['Offer[[990123]]']
6377,2019-09-27 11:02:47+00:00,send rejection,,,['Stephan Neumann'],['Application[770819]'],['Ed Keane'],
6378,2019-09-27 11:11:21+00:00,first screening,,,,['Application[770710]'],['Ed Geisler'],
6379,2019-09-27 11:23:03+00:00,consult manager,,['Ariel Bardin'],,['Application[770901]'],['Dionne Hense'],
6380,2019-09-27 11:26:12+00:00,check references,,,,['Application[770844]'],"['Simon Keane', 'Simon Kershaw']",
6381,2019-09-27 11:52:19+00:00,first screening,,,,['Application[770856]'],['Dionne Meister'],
6382,2019-09-27 12:01:18+00:00,check references,,,,['Application[770903]'],"['Simon Keane', 'Simon Hense']",
6383,2019-09-27 12:01:48+00:00,send rejection,,,['Stephan Jansen'],['Application[770713]'],['Dionne Kershaw'],
6384,2019-09-27 12:13:59+00:00,consult manager,,['Martin Klenk'],,['Application[770852]'],['Simon Geisler'],
6385,2019-09-27 12:16:41+00:00,send rejection,,,['Johan Wagner'],['Application[770893]'],['Jana Keane'],
6386,2019-09-27 12:19:52+00:00,invite for interview,['Vacancy[550124] - Consultant'],,['Johan Smith'],['Application[770538]'],"['Simon Geisler', 'Simon Keane']",
6387,2019-09-27 12:37:56+00:00,check references,,,,['Application[770857]'],"['Dionne Geisler', 'Jana Keane']",
6388,2019-09-27 12:45:20+00:00,send rejection,,,['Chun Smith'],['Application[770865]'],['Ed Meister'],
6389,2019-09-27 13:10:53+00:00,invite for interview,['Vacancy[550139] - Consultant'],,['Mary Schmidt'],['Application[770837]'],"['Simon Hense', 'Jana Meister']",
6390,2019-09-27 13:19:15+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770828]'],['Simon Keane'],
6391,2019-09-27 13:19:41+00:00,assign vacancy,['Vacancy[550140] - Programmer'],,,['Application[770905]'],,
6392,2019-09-27 13:50:16+00:00,check references,,,,['Application[770884]'],"['Dionne Kershaw', 'Jana Keane']",
6393,2019-09-27 13:50:42+00:00,first screening,,,,['Application[770915]'],['Jana Keane'],
6394,2019-09-27 13:54:38+00:00,consult manager,,['Miguel Milano'],,['Application[770811]'],['Simon Kershaw'],
6395,2019-09-27 14:05:48+00:00,send rejection,,,['Sonia Taylor'],['Application[770501]'],['Ed Keane'],
6396,2019-09-27 14:14:30+00:00,conduct interview,['Vacancy[550114] - Consultant'],['Miguel Milano'],['Detlef Taylor'],['Application[770793]'],['Simon Keane'],
6397,2019-09-27 14:17:16+00:00,send rejection,,,['Dave Wang'],['Application[770795]'],['Simon Keane'],
6398,2019-09-27 14:27:43+00:00,send rejection,,,['Toon Smith'],['Application[770719]'],['Ed Meister'],
6399,2019-09-27 14:35:44+00:00,assign vacancy,['Vacancy[550138] - Manager'],,,['Application[770911]'],,
6400,2019-09-27 14:48:46+00:00,send rejection,,,['Chun Johnson'],['Application[770842]'],['Simon Hense'],
6401,2019-09-27 14:52:01+00:00,consult manager,,['Ariel Bardin'],,['Application[770717]'],['Simon Meister'],
6402,2019-09-27 15:11:15+00:00,send rejection,,,['Pete Pietersen'],['Application[770732]'],['Jana Kershaw'],
6403,2019-09-27 15:13:24+00:00,job offer declined,['Vacancy[550125] - Consultant'],,['Lisa Brown'],['Application[770730]'],['Simon Keane'],['Offer[[990116]]']
6404,2019-09-27 15:16:13+00:00,check references,,,,['Application[770862]'],"['Ed Kershaw', 'Jana Keane']",
